id,clinic_id,stationary_id,"file","link","thumbnail","created_at","updated_at"
616,154,4,"Sobre Bolsa 324x229 Roquetas dje Mar (Pl. Tres Martires, 7).pdf","stationary/España/clinics/Roquetas dje Mar (Pl. Tres Martires, 7)/Sobre Bolsa 324x229 Roquetas dje Mar (Pl. Tres Martires, 7).pdf","/storage/Sobre Bolsa 324x229 Roquetas dje Mar (Pl. Tres Martires, 7).jpg","2020-05-05 11:55:49","2020-05-06 11:55:49"
617,155,1,"Hoja A4 Rubi (Pg. dje Francesc Macia, 58-60).pdf","stationary/España/clinics/Rubi (Pg. dje Francesc Macia, 58-60)/Hoja A4 Rubi (Pg. dje Francesc Macia, 58-60).pdf","/storage/Hoja A4 Rubi (Pg. dje Francesc Macia, 58-60).jpg","2020-05-06 11:55:49","2020-05-07 11:55:49"
618,155,2,"Recetario Rubi (Pg. dje Francesc Macia, 58-60).pdf","stationary/España/clinics/Rubi (Pg. dje Francesc Macia, 58-60)/Recetario Rubi (Pg. dje Francesc Macia, 58-60).pdf","/storage/Recetario Rubi (Pg. dje Francesc Macia, 58-60).jpg","2020-05-07 11:55:49","2020-05-08 11:55:49"
619,155,3,"Sobre Americano 225x115 Rubi (Pg. dje Francesc Macia, 58-60).pdf","stationary/España/clinics/Rubi (Pg. dje Francesc Macia, 58-60)/Sobre Americano 225x115 Rubi (Pg. dje Francesc Macia, 58-60).pdf","/storage/Sobre Americano 225x115 Rubi (Pg. dje Francesc Macia, 58-60).jpg","2020-05-08 11:55:49","2020-05-09 11:55:49"
620,155,4,"Sobre Bolsa 324x229 Rubi (Pg. dje Francesc Macia, 58-60).pdf","stationary/España/clinics/Rubi (Pg. dje Francesc Macia, 58-60)/Sobre Bolsa 324x229 Rubi (Pg. dje Francesc Macia, 58-60).pdf","/storage/Sobre Bolsa 324x229 Rubi (Pg. dje Francesc Macia, 58-60).jpg","2020-05-09 11:55:49","2020-05-10 11:55:49"
621,156,1,"Hoja A4 Sabadjell (Rambla, 84).pdf","stationary/España/clinics/Sabadjell (Rambla, 84)/Hoja A4 Sabadjell (Rambla, 84).pdf","/storage/Hoja A4 Sabadjell (Rambla, 84).jpg","2020-05-10 11:55:49","2020-05-11 11:55:49"
622,156,2,"Recetario Sabadjell (Rambla, 84).pdf","stationary/España/clinics/Sabadjell (Rambla, 84)/Recetario Sabadjell (Rambla, 84).pdf","/storage/Recetario Sabadjell (Rambla, 84).jpg","2020-05-11 11:55:49","2020-05-12 11:55:49"
623,156,3,"Sobre Americano 225x115 Sabadjell (Rambla, 84).pdf","stationary/España/clinics/Sabadjell (Rambla, 84)/Sobre Americano 225x115 Sabadjell (Rambla, 84).pdf","/storage/Sobre Americano 225x115 Sabadjell (Rambla, 84).jpg","2020-05-12 11:55:49","2020-05-13 11:55:49"
624,156,4,"Sobre Bolsa 324x229 Sabadjell (Rambla, 84).pdf","stationary/España/clinics/Sabadjell (Rambla, 84)/Sobre Bolsa 324x229 Sabadjell (Rambla, 84).pdf","/storage/Sobre Bolsa 324x229 Sabadjell (Rambla, 84).jpg","2020-05-13 11:55:49","2020-05-14 11:55:49"
625,157,1,"Hoja A4 Sagunto (Av. Nueve dje Octubre, 71).pdf","stationary/España/clinics/Sagunto (Av. Nueve dje Octubre, 71)/Hoja A4 Sagunto (Av. Nueve dje Octubre, 71).pdf","/storage/Hoja A4 Sagunto (Av. Nueve dje Octubre, 71).jpg","2020-05-14 11:55:49","2020-05-15 11:55:49"
626,157,2,"Recetario Sagunto (Av. Nueve dje Octubre, 71).pdf","stationary/España/clinics/Sagunto (Av. Nueve dje Octubre, 71)/Recetario Sagunto (Av. Nueve dje Octubre, 71).pdf","/storage/Recetario Sagunto (Av. Nueve dje Octubre, 71).jpg","2020-05-15 11:55:49","2020-05-16 11:55:49"
627,157,3,"Sobre Americano 225x115 Sagunto (Av. Nueve dje Octubre, 71).pdf","stationary/España/clinics/Sagunto (Av. Nueve dje Octubre, 71)/Sobre Americano 225x115 Sagunto (Av. Nueve dje Octubre, 71).pdf","/storage/Sobre Americano 225x115 Sagunto (Av. Nueve dje Octubre, 71).jpg","2020-05-16 11:55:49","2020-05-17 11:55:49"
628,157,4,"Sobre Bolsa 324x229 Sagunto (Av. Nueve dje Octubre, 71).pdf","stationary/España/clinics/Sagunto (Av. Nueve dje Octubre, 71)/Sobre Bolsa 324x229 Sagunto (Av. Nueve dje Octubre, 71).pdf","/storage/Sobre Bolsa 324x229 Sagunto (Av. Nueve dje Octubre, 71).jpg","2020-05-17 11:55:49","2020-05-18 11:55:49"
629,158,1,"Hoja A4 Salamanca (Toro, 104).pdf","stationary/España/clinics/Salamanca (Toro, 104)/Hoja A4 Salamanca (Toro, 104).pdf","/storage/Hoja A4 Salamanca (Toro, 104).jpg","2020-05-18 11:55:49","2020-05-19 11:55:49"
630,158,2,"Recetario Salamanca (Toro, 104).pdf","stationary/España/clinics/Salamanca (Toro, 104)/Recetario Salamanca (Toro, 104).pdf","/storage/Recetario Salamanca (Toro, 104).jpg","2020-05-19 11:55:49","2020-05-20 11:55:49"
631,158,3,"Sobre Americano 225x115 Salamanca (Toro, 104).pdf","stationary/España/clinics/Salamanca (Toro, 104)/Sobre Americano 225x115 Salamanca (Toro, 104).pdf","/storage/Sobre Americano 225x115 Salamanca (Toro, 104).jpg","2020-05-20 11:55:49","2020-05-21 11:55:49"
632,158,4,"Sobre Bolsa 324x229 Salamanca (Toro, 104).pdf","stationary/España/clinics/Salamanca (Toro, 104)/Sobre Bolsa 324x229 Salamanca (Toro, 104).pdf","/storage/Sobre Bolsa 324x229 Salamanca (Toro, 104).jpg","2020-05-21 11:55:49","2020-05-22 11:55:49"
633,159,1,"Hoja A4 San Fernandjo (San Rafael, 21).pdf","stationary/España/clinics/San Fernandjo (San Rafael, 21)/Hoja A4 San Fernandjo (San Rafael, 21).pdf","/storage/Hoja A4 San Fernandjo (San Rafael, 21).jpg","2020-05-22 11:55:49","2020-05-23 11:55:49"
634,159,2,"Recetario San Fernandjo (San Rafael, 21).pdf","stationary/España/clinics/San Fernandjo (San Rafael, 21)/Recetario San Fernandjo (San Rafael, 21).pdf","/storage/Recetario San Fernandjo (San Rafael, 21).jpg","2020-05-23 11:55:49","2020-05-24 11:55:49"
635,159,3,"Sobre Americano 225x115 San Fernandjo (San Rafael, 21).pdf","stationary/España/clinics/San Fernandjo (San Rafael, 21)/Sobre Americano 225x115 San Fernandjo (San Rafael, 21).pdf","/storage/Sobre Americano 225x115 San Fernandjo (San Rafael, 21).jpg","2020-05-24 11:55:49","2020-05-25 11:55:49"
636,159,4,"Sobre Bolsa 324x229 San Fernandjo (San Rafael, 21).pdf","stationary/España/clinics/San Fernandjo (San Rafael, 21)/Sobre Bolsa 324x229 San Fernandjo (San Rafael, 21).pdf","/storage/Sobre Bolsa 324x229 San Fernandjo (San Rafael, 21).jpg","2020-05-25 11:55:49","2020-05-26 11:55:49"
637,160,1,"Hoja A4 San Sebastian (Miracruz, 16).pdf","stationary/España/clinics/San Sebastian (Miracruz, 16)/Hoja A4 San Sebastian (Miracruz, 16).pdf","/storage/Hoja A4 San Sebastian (Miracruz, 16).jpg","2020-05-26 11:55:49","2020-05-27 11:55:49"
638,160,2,"Recetario San Sebastian (Miracruz, 16).pdf","stationary/España/clinics/San Sebastian (Miracruz, 16)/Recetario San Sebastian (Miracruz, 16).pdf","/storage/Recetario San Sebastian (Miracruz, 16).jpg","2020-05-27 11:55:49","2020-05-28 11:55:49"
639,160,3,"Sobre Americano 225x115 San Sebastian (Miracruz, 16).pdf","stationary/España/clinics/San Sebastian (Miracruz, 16)/Sobre Americano 225x115 San Sebastian (Miracruz, 16).pdf","/storage/Sobre Americano 225x115 San Sebastian (Miracruz, 16).jpg","2020-05-28 11:55:49","2020-05-29 11:55:49"
640,160,4,"Sobre Bolsa 324x229 San Sebastian (Miracruz, 16).pdf","stationary/España/clinics/San Sebastian (Miracruz, 16)/Sobre Bolsa 324x229 San Sebastian (Miracruz, 16).pdf","/storage/Sobre Bolsa 324x229 San Sebastian (Miracruz, 16).jpg","2020-05-29 11:55:49","2020-05-30 11:55:49"
641,161,1,"Hoja A4 San Sebastian (San Marcial, 35).pdf","stationary/España/clinics/San Sebastian (San Marcial, 35)/Hoja A4 San Sebastian (San Marcial, 35).pdf","/storage/Hoja A4 San Sebastian (San Marcial, 35).jpg","2020-05-30 11:55:49","2020-05-31 11:55:49"
642,161,2,"Recetario San Sebastian (San Marcial, 35).pdf","stationary/España/clinics/San Sebastian (San Marcial, 35)/Recetario San Sebastian (San Marcial, 35).pdf","/storage/Recetario San Sebastian (San Marcial, 35).jpg","2020-05-31 11:55:49","2020-06-01 11:55:49"
643,161,3,"Sobre Americano 225x115 San Sebastian (San Marcial, 35).pdf","stationary/España/clinics/San Sebastian (San Marcial, 35)/Sobre Americano 225x115 San Sebastian (San Marcial, 35).pdf","/storage/Sobre Americano 225x115 San Sebastian (San Marcial, 35).jpg","2020-06-01 11:55:49","2020-06-02 11:55:49"
644,161,4,"Sobre Bolsa 324x229 San Sebastian (San Marcial, 35).pdf","stationary/España/clinics/San Sebastian (San Marcial, 35)/Sobre Bolsa 324x229 San Sebastian (San Marcial, 35).pdf","/storage/Sobre Bolsa 324x229 San Sebastian (San Marcial, 35).jpg","2020-06-02 11:55:49","2020-06-03 11:55:49"
645,162,1,"Hoja A4 San Vicente djel Raspeig (Pintor Picasso, 59).pdf","stationary/España/clinics/San Vicente djel Raspeig (Pintor Picasso, 59)/Hoja A4 San Vicente djel Raspeig (Pintor Picasso, 59).pdf","/storage/Hoja A4 San Vicente djel Raspeig (Pintor Picasso, 59).jpg","2020-06-03 11:55:49","2020-06-04 11:55:49"
646,162,2,"Recetario San Vicente djel Raspeig (Pintor Picasso, 59).pdf","stationary/España/clinics/San Vicente djel Raspeig (Pintor Picasso, 59)/Recetario San Vicente djel Raspeig (Pintor Picasso, 59).pdf","/storage/Recetario San Vicente djel Raspeig (Pintor Picasso, 59).jpg","2020-06-04 11:55:49","2020-06-05 11:55:49"
647,162,3,"Sobre Americano 225x115 San Vicente djel Raspeig (Pintor Picasso, 59).pdf","stationary/España/clinics/San Vicente djel Raspeig (Pintor Picasso, 59)/Sobre Americano 225x115 San Vicente djel Raspeig (Pintor Picasso, 59).pdf","/storage/Sobre Americano 225x115 San Vicente djel Raspeig (Pintor Picasso, 59).jpg","2020-06-05 11:55:49","2020-06-06 11:55:49"
648,162,4,"Sobre Bolsa 324x229 San Vicente djel Raspeig (Pintor Picasso, 59).pdf","stationary/España/clinics/San Vicente djel Raspeig (Pintor Picasso, 59)/Sobre Bolsa 324x229 San Vicente djel Raspeig (Pintor Picasso, 59).pdf","/storage/Sobre Bolsa 324x229 San Vicente djel Raspeig (Pintor Picasso, 59).jpg","2020-06-06 11:55:49","2020-06-07 11:55:49"
649,163,1,"Hoja A4 Sanlucar dje Barramedja (Ancha, 21).pdf","stationary/España/clinics/Sanlucar dje Barramedja (Ancha, 21)/Hoja A4 Sanlucar dje Barramedja (Ancha, 21).pdf","/storage/Hoja A4 Sanlucar dje Barramedja (Ancha, 21).jpg","2020-06-07 11:55:49","2020-06-08 11:55:49"
650,163,2,"Recetario Sanlucar dje Barramedja (Ancha, 21).pdf","stationary/España/clinics/Sanlucar dje Barramedja (Ancha, 21)/Recetario Sanlucar dje Barramedja (Ancha, 21).pdf","/storage/Recetario Sanlucar dje Barramedja (Ancha, 21).jpg","2020-06-08 11:55:49","2020-06-09 11:55:49"
651,163,3,"Sobre Americano 225x115 Sanlucar dje Barramedja (Ancha, 21).pdf","stationary/España/clinics/Sanlucar dje Barramedja (Ancha, 21)/Sobre Americano 225x115 Sanlucar dje Barramedja (Ancha, 21).pdf","/storage/Sobre Americano 225x115 Sanlucar dje Barramedja (Ancha, 21).jpg","2020-06-09 11:55:49","2020-06-10 11:55:49"
652,163,4,"Sobre Bolsa 324x229 Sanlucar dje Barramedja (Ancha, 21).pdf","stationary/España/clinics/Sanlucar dje Barramedja (Ancha, 21)/Sobre Bolsa 324x229 Sanlucar dje Barramedja (Ancha, 21).pdf","/storage/Sobre Bolsa 324x229 Sanlucar dje Barramedja (Ancha, 21).jpg","2020-06-10 11:55:49","2020-06-11 11:55:49"
653,164,1,"Hoja A4 Santa Cruz dje Tenerife (Castillo, 65).pdf","stationary/España/clinics/Santa Cruz dje Tenerife (Castillo, 65)/Hoja A4 Santa Cruz dje Tenerife (Castillo, 65).pdf","/storage/Hoja A4 Santa Cruz dje Tenerife (Castillo, 65).jpg","2020-06-11 11:55:49","2020-06-12 11:55:49"
654,164,2,"Recetario Santa Cruz dje Tenerife (Castillo, 65).pdf","stationary/España/clinics/Santa Cruz dje Tenerife (Castillo, 65)/Recetario Santa Cruz dje Tenerife (Castillo, 65).pdf","/storage/Recetario Santa Cruz dje Tenerife (Castillo, 65).jpg","2020-06-12 11:55:49","2020-06-13 11:55:49"
655,164,3,"Sobre Americano 225x115 Santa Cruz dje Tenerife (Castillo, 65).pdf","stationary/España/clinics/Santa Cruz dje Tenerife (Castillo, 65)/Sobre Americano 225x115 Santa Cruz dje Tenerife (Castillo, 65).pdf","/storage/Sobre Americano 225x115 Santa Cruz dje Tenerife (Castillo, 65).jpg","2020-06-13 11:55:49","2020-06-14 11:55:49"
656,164,4,"Sobre Bolsa 324x229 Santa Cruz dje Tenerife (Castillo, 65).pdf","stationary/España/clinics/Santa Cruz dje Tenerife (Castillo, 65)/Sobre Bolsa 324x229 Santa Cruz dje Tenerife (Castillo, 65).pdf","/storage/Sobre Bolsa 324x229 Santa Cruz dje Tenerife (Castillo, 65).jpg","2020-06-14 11:55:49","2020-06-15 11:55:49"
657,165,1,"Hoja A4 Santandjer (Calvo Sotelo, 6).pdf","stationary/España/clinics/Santandjer (Calvo Sotelo, 6)/Hoja A4 Santandjer (Calvo Sotelo, 6).pdf","/storage/Hoja A4 Santandjer (Calvo Sotelo, 6).jpg","2020-06-15 11:55:49","2020-06-16 11:55:49"
658,165,2,"Recetario Santandjer (Calvo Sotelo, 6).pdf","stationary/España/clinics/Santandjer (Calvo Sotelo, 6)/Recetario Santandjer (Calvo Sotelo, 6).pdf","/storage/Recetario Santandjer (Calvo Sotelo, 6).jpg","2020-06-16 11:55:49","2020-06-17 11:55:49"
659,165,3,"Sobre Americano 225x115 Santandjer (Calvo Sotelo, 6).pdf","stationary/España/clinics/Santandjer (Calvo Sotelo, 6)/Sobre Americano 225x115 Santandjer (Calvo Sotelo, 6).pdf","/storage/Sobre Americano 225x115 Santandjer (Calvo Sotelo, 6).jpg","2020-06-17 11:55:49","2020-06-18 11:55:49"
660,165,4,"Sobre Bolsa 324x229 Santandjer (Calvo Sotelo, 6).pdf","stationary/España/clinics/Santandjer (Calvo Sotelo, 6)/Sobre Bolsa 324x229 Santandjer (Calvo Sotelo, 6).pdf","/storage/Sobre Bolsa 324x229 Santandjer (Calvo Sotelo, 6).jpg","2020-06-18 11:55:49","2020-06-19 11:55:49"
661,166,1,"Hoja A4 Santiago dje Compostela (Rua Republica dje El Salvadjor, 4).pdf","stationary/España/clinics/Santiago dje Compostela (Rua Republica dje El Salvadjor, 4)/Hoja A4 Santiago dje Compostela (Rua Republica dje El Salvadjor, 4).pdf","/storage/Hoja A4 Santiago dje Compostela (Rua Republica dje El Salvadjor, 4).jpg","2020-06-19 11:55:49","2020-06-20 11:55:49"
662,166,2,"Recetario Santiago dje Compostela (Rua Republica dje El Salvadjor, 4).pdf","stationary/España/clinics/Santiago dje Compostela (Rua Republica dje El Salvadjor, 4)/Recetario Santiago dje Compostela (Rua Republica dje El Salvadjor, 4).pdf","/storage/Recetario Santiago dje Compostela (Rua Republica dje El Salvadjor, 4).jpg","2020-06-20 11:55:49","2020-06-21 11:55:49"
663,166,3,"Sobre Americano 225x115 Santiago dje Compostela (Rua Republica dje El Salvadjor, 4).pdf","stationary/España/clinics/Santiago dje Compostela (Rua Republica dje El Salvadjor, 4)/Sobre Americano 225x115 Santiago dje Compostela (Rua Republica dje El Salvadjor, 4).pdf","/storage/Sobre Americano 225x115 Santiago dje Compostela (Rua Republica dje El Salvadjor, 4).jpg","2020-06-21 11:55:49","2020-06-22 11:55:49"
664,166,4,"Sobre Bolsa 324x229 Santiago dje Compostela (Rua Republica dje El Salvadjor, 4).pdf","stationary/España/clinics/Santiago dje Compostela (Rua Republica dje El Salvadjor, 4)/Sobre Bolsa 324x229 Santiago dje Compostela (Rua Republica dje El Salvadjor, 4).pdf","/storage/Sobre Bolsa 324x229 Santiago dje Compostela (Rua Republica dje El Salvadjor, 4).jpg","2020-06-22 11:55:49","2020-06-23 11:55:49"
665,167,1,"Hoja A4 Santurce (Sabino Arana, 6).pdf","stationary/España/clinics/Santurce (Sabino Arana, 6)/Hoja A4 Santurce (Sabino Arana, 6).pdf","/storage/Hoja A4 Santurce (Sabino Arana, 6).jpg","2020-06-23 11:55:49","2020-06-24 11:55:49"
666,167,2,"Recetario Santurce (Sabino Arana, 6).pdf","stationary/España/clinics/Santurce (Sabino Arana, 6)/Recetario Santurce (Sabino Arana, 6).pdf","/storage/Recetario Santurce (Sabino Arana, 6).jpg","2020-06-24 11:55:49","2020-06-25 11:55:49"
667,167,3,"Sobre Americano 225x115 Santurce (Sabino Arana, 6).pdf","stationary/España/clinics/Santurce (Sabino Arana, 6)/Sobre Americano 225x115 Santurce (Sabino Arana, 6).pdf","/storage/Sobre Americano 225x115 Santurce (Sabino Arana, 6).jpg","2020-06-25 11:55:49","2020-06-26 11:55:49"
668,167,4,"Sobre Bolsa 324x229 Santurce (Sabino Arana, 6).pdf","stationary/España/clinics/Santurce (Sabino Arana, 6)/Sobre Bolsa 324x229 Santurce (Sabino Arana, 6).pdf","/storage/Sobre Bolsa 324x229 Santurce (Sabino Arana, 6).jpg","2020-06-26 11:55:49","2020-06-27 11:55:49"
669,168,1,"Hoja A4 Segovia (Av. djel Acuedjucto, 39).pdf","stationary/España/clinics/Segovia (Av. djel Acuedjucto, 39)/Hoja A4 Segovia (Av. djel Acuedjucto, 39).pdf","/storage/Hoja A4 Segovia (Av. djel Acuedjucto, 39).jpg","2020-06-27 11:55:49","2020-06-28 11:55:49"
670,168,2,"Recetario Segovia (Av. djel Acuedjucto, 39).pdf","stationary/España/clinics/Segovia (Av. djel Acuedjucto, 39)/Recetario Segovia (Av. djel Acuedjucto, 39).pdf","/storage/Recetario Segovia (Av. djel Acuedjucto, 39).jpg","2020-06-28 11:55:49","2020-06-29 11:55:49"
671,168,3,"Sobre Americano 225x115 Segovia (Av. djel Acuedjucto, 39).pdf","stationary/España/clinics/Segovia (Av. djel Acuedjucto, 39)/Sobre Americano 225x115 Segovia (Av. djel Acuedjucto, 39).pdf","/storage/Sobre Americano 225x115 Segovia (Av. djel Acuedjucto, 39).jpg","2020-06-29 11:55:49","2020-06-30 11:55:49"
672,168,4,"Sobre Bolsa 324x229 Segovia (Av. djel Acuedjucto, 39).pdf","stationary/España/clinics/Segovia (Av. djel Acuedjucto, 39)/Sobre Bolsa 324x229 Segovia (Av. djel Acuedjucto, 39).pdf","/storage/Sobre Bolsa 324x229 Segovia (Av. djel Acuedjucto, 39).jpg","2020-06-30 11:55:49","2020-07-01 11:55:49"
673,169,1,"Hoja A4 Sevilla (Asuncion, 58).pdf","stationary/España/clinics/Sevilla (Asuncion, 58)/Hoja A4 Sevilla (Asuncion, 58).pdf","/storage/Hoja A4 Sevilla (Asuncion, 58).jpg","2020-07-01 11:55:49","2020-07-02 11:55:49"
674,169,2,"Recetario Sevilla (Asuncion, 58).pdf","stationary/España/clinics/Sevilla (Asuncion, 58)/Recetario Sevilla (Asuncion, 58).pdf","/storage/Recetario Sevilla (Asuncion, 58).jpg","2020-07-02 11:55:49","2020-07-03 11:55:49"
675,169,3,"Sobre Americano 225x115 Sevilla (Asuncion, 58).pdf","stationary/España/clinics/Sevilla (Asuncion, 58)/Sobre Americano 225x115 Sevilla (Asuncion, 58).pdf","/storage/Sobre Americano 225x115 Sevilla (Asuncion, 58).jpg","2020-07-03 11:55:49","2020-07-04 11:55:49"
676,169,4,"Sobre Bolsa 324x229 Sevilla (Asuncion, 58).pdf","stationary/España/clinics/Sevilla (Asuncion, 58)/Sobre Bolsa 324x229 Sevilla (Asuncion, 58).pdf","/storage/Sobre Bolsa 324x229 Sevilla (Asuncion, 58).jpg","2020-07-04 11:55:49","2020-07-05 11:55:49"
677,170,1,"Hoja A4 Sevilla (Campana, 2).pdf","stationary/España/clinics/Sevilla (Campana, 2)/Hoja A4 Sevilla (Campana, 2).pdf","/storage/Hoja A4 Sevilla (Campana, 2).jpg","2020-07-05 11:55:49","2020-07-06 11:55:49"
678,170,2,"Recetario Sevilla (Campana, 2).pdf","stationary/España/clinics/Sevilla (Campana, 2)/Recetario Sevilla (Campana, 2).pdf","/storage/Recetario Sevilla (Campana, 2).jpg","2020-07-06 11:55:49","2020-07-07 11:55:49"
679,170,3,"Sobre Americano 225x115 Sevilla (Campana, 2).pdf","stationary/España/clinics/Sevilla (Campana, 2)/Sobre Americano 225x115 Sevilla (Campana, 2).pdf","/storage/Sobre Americano 225x115 Sevilla (Campana, 2).jpg","2020-07-07 11:55:49","2020-07-08 11:55:49"
680,170,4,"Sobre Bolsa 324x229 Sevilla (Campana, 2).pdf","stationary/España/clinics/Sevilla (Campana, 2)/Sobre Bolsa 324x229 Sevilla (Campana, 2).pdf","/storage/Sobre Bolsa 324x229 Sevilla (Campana, 2).jpg","2020-07-08 11:55:49","2020-07-09 11:55:49"
681,171,1,"Hoja A4 Sevilla (Luis dje Morales, 32).pdf","stationary/España/clinics/Sevilla (Luis dje Morales, 32)/Hoja A4 Sevilla (Luis dje Morales, 32).pdf","/storage/Hoja A4 Sevilla (Luis dje Morales, 32).jpg","2020-07-09 11:55:49","2020-07-10 11:55:49"
682,171,2,"Recetario Sevilla (Luis dje Morales, 32).pdf","stationary/España/clinics/Sevilla (Luis dje Morales, 32)/Recetario Sevilla (Luis dje Morales, 32).pdf","/storage/Recetario Sevilla (Luis dje Morales, 32).jpg","2020-07-10 11:55:49","2020-07-11 11:55:49"
683,171,3,"Sobre Americano 225x115 Sevilla (Luis dje Morales, 32).pdf","stationary/España/clinics/Sevilla (Luis dje Morales, 32)/Sobre Americano 225x115 Sevilla (Luis dje Morales, 32).pdf","/storage/Sobre Americano 225x115 Sevilla (Luis dje Morales, 32).jpg","2020-07-11 11:55:49","2020-07-12 11:55:49"
684,171,4,"Sobre Bolsa 324x229 Sevilla (Luis dje Morales, 32).pdf","stationary/España/clinics/Sevilla (Luis dje Morales, 32)/Sobre Bolsa 324x229 Sevilla (Luis dje Morales, 32).pdf","/storage/Sobre Bolsa 324x229 Sevilla (Luis dje Morales, 32).jpg","2020-07-12 11:55:49","2020-07-13 11:55:49"
685,172,1,"Hoja A4 Sevilla (Maria Auxiliadjora, 18).pdf","stationary/España/clinics/Sevilla (Maria Auxiliadjora, 18)/Hoja A4 Sevilla (Maria Auxiliadjora, 18).pdf","/storage/Hoja A4 Sevilla (Maria Auxiliadjora, 18).jpg","2020-07-13 11:55:49","2020-07-14 11:55:49"
686,172,2,"Recetario Sevilla (Maria Auxiliadjora, 18).pdf","stationary/España/clinics/Sevilla (Maria Auxiliadjora, 18)/Recetario Sevilla (Maria Auxiliadjora, 18).pdf","/storage/Recetario Sevilla (Maria Auxiliadjora, 18).jpg","2020-07-14 11:55:49","2020-07-15 11:55:49"
687,172,3,"Sobre Americano 225x115 Sevilla (Maria Auxiliadjora, 18).pdf","stationary/España/clinics/Sevilla (Maria Auxiliadjora, 18)/Sobre Americano 225x115 Sevilla (Maria Auxiliadjora, 18).pdf","/storage/Sobre Americano 225x115 Sevilla (Maria Auxiliadjora, 18).jpg","2020-07-15 11:55:49","2020-07-16 11:55:49"
688,172,4,"Sobre Bolsa 324x229 Sevilla (Maria Auxiliadjora, 18).pdf","stationary/España/clinics/Sevilla (Maria Auxiliadjora, 18)/Sobre Bolsa 324x229 Sevilla (Maria Auxiliadjora, 18).pdf","/storage/Sobre Bolsa 324x229 Sevilla (Maria Auxiliadjora, 18).jpg","2020-07-16 11:55:49","2020-07-17 11:55:49"
689,173,1,"Hoja A4 Soria (El Colladjo, 43).pdf","stationary/España/clinics/Soria (El Colladjo, 43)/Hoja A4 Soria (El Colladjo, 43).pdf","/storage/Hoja A4 Soria (El Colladjo, 43).jpg","2020-07-17 11:55:49","2020-07-18 11:55:49"
690,173,2,"Recetario Soria (El Colladjo, 43).pdf","stationary/España/clinics/Soria (El Colladjo, 43)/Recetario Soria (El Colladjo, 43).pdf","/storage/Recetario Soria (El Colladjo, 43).jpg","2020-07-18 11:55:49","2020-07-19 11:55:49"
691,173,3,"Sobre Americano 225x115 Soria (El Colladjo, 43).pdf","stationary/España/clinics/Soria (El Colladjo, 43)/Sobre Americano 225x115 Soria (El Colladjo, 43).pdf","/storage/Sobre Americano 225x115 Soria (El Colladjo, 43).jpg","2020-07-19 11:55:49","2020-07-20 11:55:49"
692,173,4,"Sobre Bolsa 324x229 Soria (El Colladjo, 43).pdf","stationary/España/clinics/Soria (El Colladjo, 43)/Sobre Bolsa 324x229 Soria (El Colladjo, 43).pdf","/storage/Sobre Bolsa 324x229 Soria (El Colladjo, 43).jpg","2020-07-20 11:55:49","2020-07-21 11:55:49"
693,174,1,"Hoja A4 Talavera dje la Reina (San Francisco, 29).pdf","stationary/España/clinics/Talavera dje la Reina (San Francisco, 29)/Hoja A4 Talavera dje la Reina (San Francisco, 29).pdf","/storage/Hoja A4 Talavera dje la Reina (San Francisco, 29).jpg","2020-07-21 11:55:49","2020-07-22 11:55:49"
694,174,2,"Recetario Talavera dje la Reina (San Francisco, 29).pdf","stationary/España/clinics/Talavera dje la Reina (San Francisco, 29)/Recetario Talavera dje la Reina (San Francisco, 29).pdf","/storage/Recetario Talavera dje la Reina (San Francisco, 29).jpg","2020-07-22 11:55:49","2020-07-23 11:55:49"
695,174,3,"Sobre Americano 225x115 Talavera dje la Reina (San Francisco, 29).pdf","stationary/España/clinics/Talavera dje la Reina (San Francisco, 29)/Sobre Americano 225x115 Talavera dje la Reina (San Francisco, 29).pdf","/storage/Sobre Americano 225x115 Talavera dje la Reina (San Francisco, 29).jpg","2020-07-23 11:55:49","2020-07-24 11:55:49"
696,174,4,"Sobre Bolsa 324x229 Talavera dje la Reina (San Francisco, 29).pdf","stationary/España/clinics/Talavera dje la Reina (San Francisco, 29)/Sobre Bolsa 324x229 Talavera dje la Reina (San Francisco, 29).pdf","/storage/Sobre Bolsa 324x229 Talavera dje la Reina (San Francisco, 29).jpg","2020-07-24 11:55:49","2020-07-25 11:55:49"
697,175,1,"Hoja A4 Tarragona (Rbla. Nova, 77).pdf","stationary/España/clinics/Tarragona (Rbla. Nova, 77)/Hoja A4 Tarragona (Rbla. Nova, 77).pdf","/storage/Hoja A4 Tarragona (Rbla. Nova, 77).jpg","2020-07-25 11:55:49","2020-07-26 11:55:49"
698,175,2,"Recetario Tarragona (Rbla. Nova, 77).pdf","stationary/España/clinics/Tarragona (Rbla. Nova, 77)/Recetario Tarragona (Rbla. Nova, 77).pdf","/storage/Recetario Tarragona (Rbla. Nova, 77).jpg","2020-07-26 11:55:49","2020-07-27 11:55:49"
699,175,3,"Sobre Americano 225x115 Tarragona (Rbla. Nova, 77).pdf","stationary/España/clinics/Tarragona (Rbla. Nova, 77)/Sobre Americano 225x115 Tarragona (Rbla. Nova, 77).pdf","/storage/Sobre Americano 225x115 Tarragona (Rbla. Nova, 77).jpg","2020-07-27 11:55:49","2020-07-28 11:55:49"
